win,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,ble,bpts,tf,scp,tmreb,tmtov,potov,home,away,date
0.0,-1,4,-15,-7,-8,-3,3,9,12,-1,-4,-4,4,4,-6,-2,-2,6,5,3,-10,0,0,11,-4,1,6,DEN,BKN,2018-11-10
1.0,8,11,-14,-2,-4,-1,5,16,21,-1,-1,-4,1,3,7,6,3,10,8,5,16,-16,1,17,11,3,-5,NYK,BKN,2018-10-29
0.0,2,-6,-4,-6,14,9,8,-2,6,-10,1,-1,-8,-2,2,7,2,8,14,4,-9,-26,0,1,1,0,5,CHI,WAS,2019-02-10
0.0,-8,-3,-6,-1,3,2,1,10,11,2,-2,2,0,8,11,4,4,-6,-11,-3,-3,0,0,-8,-3,0,-5,CHA,HOU,2019-02-28
0.0,17,12,0,-2,-27,-25,3,-3,0,11,1,2,7,1,9,4,6,18,14,9,-4,-39,0,13,-1,-1,3,PHI,BKN,2018-12-13
0.0,11,-4,3,-1,3,0,4,-4,0,-1,-2,-3,-8,-5,2,2,1,-2,6,-1,-11,-15,0,8,0,0,10,DAL,UTA,2018-10-28
1.0,8,-1,3,2,8,11,7,5,12,-1,2,-2,-2,-1,5,1,2,-10,0,-5,11,-2,1,10,0,1,2,POR,LAC,2018-11-09
1.0,8,14,2,-2,-16,-12,-4,2,-2,12,3,5,3,-5,-6,-3,0,20,7,10,10,6,0,5,0,1,19,NOP,SAS,2018-11-20
0.0,2,-5,1,-1,-4,-3,1,-5,-4,-1,-2,-5,-1,0,6,5,1,-4,3,-2,-8,6,1,-9,-4,1,-1,PHX,ORL,2018-12-01
1.0,-9,5,-6,-4,16,14,-5,6,1,5,-2,0,-10,-5,-2,-6,-1,12,-7,6,17,11,-1,-4,1,1,12,SAS,MEM,2019-01-06
1.0,-6,2,10,10,4,3,-5,5,0,11,1,1,-1,1,6,0,1,-18,-22,-9,17,-31,0,-3,5,0,2,POR,CLE,2019-01-17
1.0,4,13,-3,3,-14,-15,-1,2,1,9,0,1,10,0,2,0,1,24,10,12,17,-14,-1,0,3,2,5,LAL,PHX,2019-01-28
1.0,2,-1,-7,-2,6,10,-1,-2,-3,-8,5,-3,-4,-5,11,5,4,-2,7,-1,-11,12,0,11,-2,-1,11,SAC,MIA,2019-02-09
1.0,-12,5,5,-1,-1,-2,-7,12,5,3,-3,4,1,3,-3,-5,-3,10,-16,5,4,8,-1,-11,-5,-1,4,MIN,SAC,2019-02-26
1.0,-4,-2,-7,1,6,5,5,3,8,-1,1,0,-2,2,5,6,4,4,9,2,3,-8,-1,0,-7,0,-3,PHI,CHA,2018-10-27
1.0,-2,4,-1,2,0,-1,4,5,9,14,-4,3,2,4,-3,-9,-2,8,5,4,16,11,0,2,-8,-1,7,NOP,CHI,2018-11-08
0.0,1,1,6,1,-5,-5,0,1,1,12,-3,-1,-4,2,-10,-11,-5,8,2,4,1,7,1,-2,-1,-1,-5,POR,OKC,2019-01-05
1.0,13,-1,17,-4,7,8,10,-6,4,-1,8,6,2,-8,3,8,1,8,-3,4,-2,-34,0,8,-5,-2,18,GSW,LAC,2018-12-24
1.0,-10,1,-5,-1,10,6,0,5,5,0,-4,-2,-8,4,-8,-5,-3,6,3,3,12,-18,-1,-6,0,-2,5,LAL,CHI,2019-01-16
1.0,-17,-1,1,2,4,5,-15,-2,-17,-3,-2,3,1,0,12,4,4,0,-5,0,-9,-3,0,-7,-2,-2,-2,HOU,ORL,2019-01-28
1.0,-16,-7,-4,4,19,17,-1,3,2,-12,2,2,-7,5,8,5,2,-28,-13,-14,14,-4,0,-5,-1,-1,-14,PHI,DEN,2019-02-09
0.0,-2,-2,0,3,-4,-2,-1,1,0,5,3,-1,6,4,-11,-8,-5,-10,0,-5,9,-17,-1,-4,2,1,-5,CHI,IND,2019-01-05
1.0,-2,5,7,5,-1,1,2,8,10,6,-1,-1,5,5,-2,-4,-3,-8,-10,-4,33,-5,0,5,-3,-2,-12,BOS,CHA,2018-12-23
1.0,-16,-2,-19,-2,20,14,-4,5,1,0,4,-3,-8,-1,4,0,2,0,4,0,12,11,-1,-13,1,0,-1,LAC,OKC,2019-03-09
0.0,11,-7,5,-5,4,6,7,-12,-5,-4,-1,-5,-4,-6,-6,2,-1,-6,6,-3,-23,10,0,4,3,1,7,CLE,POR,2019-02-26
1.0,-2,6,-18,-7,17,11,8,9,17,3,-1,4,-10,-3,-7,-4,-3,18,10,9,18,11,1,1,-3,0,-10,MIA,CLE,2019-03-09
1.0,1,9,-13,-3,-2,2,-8,4,-4,4,6,1,2,-8,15,4,3,20,13,10,21,-2,0,-3,-6,1,8,TOR,PHI,2018-10-30
1.0,-7,6,1,9,-4,0,-4,10,6,7,-2,-3,6,2,6,0,1,-18,-18,-9,19,-2,0,-8,-5,1,1,PHX,DAL,2018-10-18
1.0,0,7,-8,-8,-1,2,-4,7,3,0,-4,1,0,-2,0,0,1,20,0,10,12,-20,0,-6,-9,-1,-3,SAS,DEN,2018-12-27
1.0,9,4,-3,2,13,9,3,-2,1,2,5,3,-7,-9,0,0,0,-10,-6,-5,20,17,0,8,6,1,15,NYK,ATL,2018-10-17
0.0,6,-1,9,4,-15,-10,1,1,2,-2,-5,3,7,3,-3,2,-1,-10,-3,-5,-1,-24,1,11,-2,0,-3,ATL,IND,2018-12-27
0.0,-7,-5,-5,1,-7,-3,-1,-2,-3,-2,-2,-4,7,6,-5,-2,-2,-16,-5,-8,-17,29,0,-5,-1,-1,-14,CLE,MIL,2018-12-15
1.0,-16,3,-21,1,-2,0,-7,4,-3,6,-7,0,-4,7,-3,-7,0,-10,-13,-5,9,-8,0,-3,2,1,-12,SAS,HOU,2018-11-11
1.0,-16,-4,-15,-3,20,17,-8,11,3,-2,2,1,-11,-1,1,-3,0,-12,-7,-6,11,-4,0,-2,6,0,-9,DAL,BKN,2018-11-22
1.0,-3,5,-14,-1,6,4,-4,3,-1,4,-1,-1,-6,-5,9,4,3,-2,-1,-1,9,18,0,2,-5,0,-5,SAS,POR,2018-12-03
0.0,6,-1,-12,-5,9,6,4,-3,1,-6,3,-8,1,-3,8,2,0,-14,-2,-7,-7,-7,-1,6,3,0,8,SAC,MIL,2019-02-28
1.0,-1,18,-9,0,0,2,-5,10,5,4,6,6,2,-6,12,-1,3,12,-7,6,35,17,0,-1,-4,0,12,SAS,LAC,2018-12-14
1.0,-6,-7,-4,2,15,16,3,0,3,2,3,4,-10,-4,6,-6,2,-18,-6,-9,5,2,2,-7,-5,1,-3,MIN,LAL,2018-10-30
1.0,-17,-2,13,8,18,12,-4,3,-1,6,-4,-2,-6,1,4,3,-1,-10,-18,-5,16,3,1,0,-2,0,4,TOR,NYK,2018-11-10
0.0,8,-6,3,-5,15,9,6,-5,1,5,7,-2,-8,-9,8,6,4,8,7,4,-26,-20,1,8,3,0,12,BOS,NYK,2018-11-22
1.0,9,-2,5,3,6,2,8,-4,4,-7,-1,-2,-10,-5,8,6,1,-12,4,-6,0,8,2,9,5,0,12,SAC,IND,2018-12-02
0.0,-8,-1,0,3,-15,-7,-11,1,-10,1,-1,3,4,-1,9,5,4,-18,-15,-9,-2,2,0,-11,-7,1,-11,PHX,CHA,2019-01-07
1.0,-6,3,3,1,2,-1,1,12,13,-4,-6,4,-2,8,-1,2,-2,-14,-15,-7,10,-5,0,-6,5,0,-8,BOS,MEM,2019-01-19
1.0,0,-5,7,1,21,14,2,-9,-7,8,5,-6,-8,-9,2,7,1,-10,-1,-5,-1,11,1,0,1,-1,9,BKN,CHI,2019-01-30
0.0,1,-13,8,-4,12,10,3,-9,-6,-10,0,0,-4,-2,-4,0,-2,0,5,0,-17,-17,0,0,2,0,-3,MIL,ORL,2019-02-10
0.0,-11,-5,-2,-3,8,4,-10,-6,-16,-14,-3,-1,-3,-1,-7,-4,-4,-4,-1,-2,-18,25,-1,-1,2,-2,-8,BKN,WAS,2019-02-28
0.0,12,-1,-7,-4,2,-4,-2,-13,-15,0,5,2,-3,-10,7,5,4,-8,-2,-4,-5,-39,0,3,12,1,14,IND,POR,2018-10-29
1.0,-16,2,-3,-4,1,1,-1,11,10,8,-7,10,0,12,12,6,7,12,-10,6,13,-26,0,3,-2,-2,-24,PHI,CHA,2018-11-10
1.0,4,-6,12,2,21,17,4,-4,0,7,5,4,-8,-10,9,2,2,-10,-8,-5,-15,-9,-1,6,8,-2,11,WAS,LAC,2018-11-21
0.0,5,-1,-28,-9,-7,-6,5,1,6,-9,0,1,-1,3,-4,-1,0,16,25,8,-17,-23,-1,6,-1,1,-9,CHI,BKN,2019-01-06
1.0,5,1,-2,-5,8,4,9,0,9,8,3,-1,-6,-1,7,-2,2,10,13,5,-15,3,0,3,-1,-1,5,WAS,NYK,2019-01-17
1.0,-3,6,6,0,-6,-4,0,4,4,9,1,11,-4,0,-1,1,1,12,-9,6,12,-7,1,-7,-5,1,2,BOS,BKN,2019-01-29
0.0,-2,-2,-9,-5,1,0,0,-1,-1,-4,-2,-4,1,5,-4,-1,-3,14,9,7,-20,16,0,10,2,-1,-10,ATL,CHA,2019-02-10
1.0,0,-1,-8,-4,12,11,2,2,4,-9,5,0,-6,-6,7,4,4,6,13,3,-10,68,0,1,2,0,2,NYK,ORL,2019-02-27
1.0,-5,1,-5,-3,10,7,-1,1,0,4,3,2,-3,-5,3,1,1,10,2,5,15,-28,0,-3,1,0,1,PHI,DAL,2019-01-06
0.0,-3,-11,34,7,12,12,-6,-4,-10,-11,3,5,-1,-5,-3,-3,-3,-30,-32,-15,-1,-32,-1,-9,2,1,4,HOU,BKN,2019-01-17
0.0,8,-5,-3,2,-13,-6,9,-3,6,-5,-5,-5,6,6,-5,-1,-3,-12,2,-6,-13,-2,0,8,-4,0,-8,NYK,MIL,2018-12-25
1.0,20,13,-3,2,-11,-10,3,0,3,1,10,-1,9,-9,2,2,3,10,16,5,9,-16,-3,5,3,1,20,OKC,LAC,2018-10-31
1.0,-1,6,6,6,7,2,3,10,13,11,0,2,-1,3,5,4,2,6,4,3,26,-11,0,9,3,0,1,NOP,SAC,2018-10-20
1.0,4,7,1,3,4,0,7,8,15,13,-4,-1,2,3,12,7,7,18,13,9,21,3,-1,3,-2,0,1,PHI,WAS,2019-01-09
1.0,7,-1,7,6,0,5,6,2,8,-2,-1,4,0,1,-22,-11,-9,-14,-2,-7,3,9,0,11,-1,1,1,POR,LAL,2018-10-19
1.0,-4,6,1,-2,5,6,1,13,14,-1,-4,5,-6,5,9,5,3,24,2,12,6,-8,0,10,-3,0,-5,MIL,NYK,2018-12-28
0.0,2,5,-14,-8,-8,-10,0,-1,-1,-3,3,4,0,2,5,-2,1,24,11,12,-21,18,-1,-1,0,-1,0,MEM,HOU,2018-12-16
0.0,-18,-9,11,1,10,8,-10,-1,-11,11,-2,1,-5,2,7,5,3,0,-12,0,-10,-11,0,-11,-2,-1,5,PHI,CLE,2018-11-24
0.0,5,0,7,-2,-15,-13,5,-1,4,-3,2,7,6,4,-1,2,1,18,9,9,-7,9,0,11,-7,-3,-10,MIA,ORL,2018-12-05
0.0,2,-7,-9,-5,-3,-6,0,-7,-7,-4,2,4,6,-1,0,-3,-1,12,14,6,-31,15,0,-6,-9,-1,0,CHI,MIN,2018-12-27
1.0,-7,5,15,4,-14,-3,-7,12,5,15,-1,2,7,7,1,-1,0,0,-13,0,8,15,0,6,-6,0,-2,DEN,OKC,2018-12-15
0.0,11,1,25,6,-4,-10,3,-8,-5,2,0,-2,3,-2,3,5,1,-8,-3,-4,-6,-11,0,5,3,0,3,BKN,CLE,2018-12-04
0.0,-23,-15,-6,-6,9,8,-11,-8,-19,-5,-3,5,-5,7,-8,-6,-3,-36,-26,-18,-26,-29,-1,-8,2,0,-14,GSW,OKC,2018-11-22
0.0,-7,-9,-13,-6,3,9,-4,-5,-9,-12,-4,2,0,5,8,3,4,-14,-3,-7,-19,-7,-1,-8,-3,-2,-4,SAC,LAL,2018-11-11
0.0,-7,-4,4,0,7,6,2,5,7,-9,1,-3,3,3,-8,-7,-4,6,3,3,10,8,1,1,-1,1,-6,DET,SAC,2019-01-20
0.0,0,-5,6,6,-6,-2,2,3,5,-4,-6,-3,3,5,-7,-8,-3,-20,-5,-10,-7,2,0,5,0,0,-12,NOP,DEN,2019-01-31
1.0,4,4,-10,-11,2,5,0,9,9,-1,6,0,-2,-1,-1,-3,-1,14,1,7,0,-7,1,6,4,0,-9,TOR,BKN,2019-02-12
1.0,-8,1,-9,2,5,3,0,6,6,8,-3,6,0,3,13,1,5,0,-1,0,-2,23,1,-11,-3,0,-4,ORL,GSW,2019-03-01
1.0,-6,3,0,2,5,4,-2,7,5,2,-2,0,0,-1,12,-6,2,-8,-17,-4,17,20,0,2,5,0,4,CHA,MIA,2018-10-30
0.0,5,-1,11,4,-12,-8,-2,-8,-10,11,-3,0,6,4,1,0,0,-6,-2,-3,-5,-7,0,0,0,-1,-4,MIA,WAS,2018-11-11
1.0,-13,0,-1,-3,-1,5,-10,9,-1,-2,0,6,-1,-1,8,5,2,4,-7,2,7,-28,3,-13,-6,0,-15,HOU,DET,2018-11-22
1.0,2,-3,-2,2,9,6,4,-4,0,-1,0,2,-2,0,-4,-1,-1,-4,4,-2,-13,25,-1,-5,-6,-1,6,MIA,UTA,2018-12-02
1.0,-17,-6,18,15,13,9,-10,-2,-12,2,1,0,2,1,-13,-6,-5,-28,-23,-14,13,-20,0,-8,7,0,-3,HOU,DEN,2019-01-08
0.0,2,-4,2,-4,9,9,1,2,3,-3,2,-1,3,-5,2,-1,1,-4,-4,-2,3,-7,1,-4,3,1,4,MIN,SAS,2019-01-19
0.0,-1,1,-13,-8,-12,-10,2,3,5,-7,-8,-2,5,9,2,-1,2,8,9,4,-24,9,0,1,-1,0,-23,LAL,PHI,2019-01-30
1.0,-7,0,4,3,14,10,-4,-1,-5,4,7,7,-10,-5,13,3,3,-6,-12,-3,25,28,-1,-16,0,0,7,SAC,PHX,2019-02-10
1.0,-19,6,-21,-6,10,6,-1,15,14,5,-3,4,-3,5,1,1,1,-2,-10,-1,9,3,0,-1,-9,1,-9,SAS,DET,2019-02-28
1.0,4,12,-10,5,-14,-5,2,16,18,2,-4,-5,5,4,11,4,3,14,15,7,27,-8,0,5,-3,-1,3,ATL,MIA,2019-01-06
1.0,2,7,-2,-2,-11,-10,-6,-1,-7,9,-1,0,6,-2,-17,-5,-3,18,4,9,13,3,-2,-17,-3,0,0,TOR,PHX,2019-01-18
1.0,-3,3,-2,3,1,-6,4,8,12,-1,-5,1,-1,9,-2,-6,0,6,-1,3,20,1,0,12,5,1,-15,CLE,WAS,2019-01-30
0.0,-14,3,-19,-11,3,3,-13,5,-8,5,0,-1,-3,2,1,-4,1,18,2,9,-5,2,0,-9,-1,-1,-4,CHI,DET,2018-10-21
0.0,-2,-7,-8,-5,-2,0,-1,-8,-9,-4,3,-3,4,1,-8,-4,-3,2,4,1,-14,-15,0,-1,0,1,-4,CLE,DEN,2018-11-01
1.0,-14,1,-7,4,13,10,-5,1,-4,3,-2,-1,-5,2,4,-3,1,0,5,0,8,4,0,-15,2,0,-7,LAC,OKC,2018-10-20
0.0,-7,-6,8,9,0,2,-7,-6,-13,3,0,-3,7,-3,11,0,4,-22,-11,-11,-3,-4,-2,-15,2,1,3,CHI,DEN,2018-11-01
0.0,-2,-3,-3,-5,18,8,-1,-10,-11,-4,4,3,-7,-9,-7,-2,-2,-8,-9,-4,-13,-18,0,-4,0,-1,5,MIN,ATL,2018-12-29
0.0,-5,5,-1,1,-14,-13,-5,6,1,-3,-5,1,7,6,4,3,2,16,1,8,-7,-13,-1,-7,0,0,-9,OKC,MIN,2019-01-09
0.0,-5,-3,1,3,-6,-3,-11,-8,-19,4,6,1,1,-8,0,3,-1,0,2,0,-15,-38,1,-9,-4,0,9,NOP,MIA,2018-12-17
1.0,11,12,5,-1,-11,-13,0,2,2,2,0,2,6,-3,11,4,7,20,8,10,14,3,0,0,-1,0,5,MEM,LAC,2018-12-06
1.0,-7,3,-1,-1,9,7,-4,4,0,-5,-1,-3,-8,-2,-4,0,-1,12,5,6,4,5,0,-3,-2,-1,1,TOR,BOS,2018-10-20
0.0,1,7,4,0,-8,-15,3,2,5,16,3,5,1,1,9,10,4,8,-10,4,-2,-4,1,5,2,-1,-7,GSW,POR,2018-12-28
1.0,-6,2,-7,2,1,2,0,10,10,4,-4,3,3,4,4,-7,1,8,1,4,6,-9,0,6,-1,1,8,PHX,MIN,2018-12-16
1.0,-6,7,11,13,9,7,-2,12,10,13,5,0,1,1,11,5,4,0,0,0,35,6,0,6,3,1,5,UTA,SAS,2018-12-05
0.0,7,-2,-6,-3,-11,0,1,2,3,3,-2,-5,2,3,0,-3,-1,-6,3,-3,-20,-26,0,7,-1,0,-4,CHI,MIA,2018-11-24
0.0,-2,-15,18,3,9,11,-1,-10,-11,-8,7,1,0,-3,21,10,9,-30,-14,-15,-15,22,0,-2,0,1,3,TOR,NOP,2018-11-13
1.0,-7,-3,0,3,11,11,-3,3,0,-8,-2,4,-5,1,-5,-4,-3,-14,-3,-7,-5,15,0,-12,2,-3,-7,CHA,MEM,2019-02-02
0.0,-1,-6,-3,-3,-14,-15,-4,-12,-16,-11,-4,0,2,4,-9,-2,-3,0,3,0,-29,11,0,-16,2,0,-11,NOP,ORL,2019-02-13
0.0,7,-10,7,-4,8,10,2,-13,-11,-9,4,-2,3,-5,-5,2,-2,-18,-9,-9,-5,-12,0,2,-2,-1,-9,PHX,NOP,2019-03-02
1.0,-17,6,-5,4,-8,-9,-7,13,6,1,-6,6,8,12,-2,-4,-1,-2,-19,-1,-2,23,0,-5,4,0,0,ORL,UTA,2018-12-15
1.0,8,4,-17,0,9,4,6,2,8,-2,2,1,-11,-6,-9,-3,-3,4,8,2,-5,0,3,9,5,0,9,MIN,HOU,2018-12-04
1.0,-10,-1,-9,-3,19,10,-3,8,5,-4,5,-2,-8,-1,-4,0,0,0,-1,0,8,12,0,3,7,1,7,DET,HOU,2018-11-24
0.0,-10,-13,-14,-12,19,12,3,-1,2,-18,-6,6,0,8,-7,-4,-2,-4,1,-2,-34,10,-2,10,8,0,-12,NYK,ORL,2018-11-12
0.0,4,1,9,0,-11,-10,2,4,6,9,-2,-2,2,5,-15,-8,-5,10,0,5,6,3,-1,-6,-2,0,-2,ATL,BOS,2019-01-20
1.0,-2,-3,8,2,9,8,4,4,8,3,3,0,3,1,-3,-1,-1,2,1,1,-7,-15,0,5,0,-2,-8,DET,DAL,2019-02-01
1.0,18,10,-11,-6,-3,-4,8,-1,7,4,6,-1,-6,-9,-2,-3,0,30,24,15,15,-43,1,4,0,1,21,MIN,LAC,2019-02-12
0.0,15,3,-18,-9,-9,-4,6,5,11,0,0,-1,1,1,5,4,2,20,27,10,-11,-12,0,0,-2,1,-3,DEN,UTA,2019-03-01
1.0,-4,0,1,1,5,2,-3,-1,-4,8,2,1,-8,-3,6,5,3,-8,-20,-4,12,-1,0,-5,5,0,2,BOS,DET,2018-10-30
0.0,-8,-5,1,0,-3,0,3,5,8,-16,-2,5,0,5,-29,-13,-12,-14,-9,-7,1,11,0,-1,-2,0,-8,DAL,LAL,2019-01-08
1.0,19,7,9,3,-1,-1,11,1,12,7,4,-3,-2,-6,6,3,1,-4,5,-2,17,17,0,14,-4,1,9,POR,NOP,2019-01-19
0.0,-6,-13,-12,-9,17,11,-2,-13,-15,-15,6,4,-4,-6,2,3,0,-12,-5,-6,-28,1,0,-2,0,-1,16,NYK,DAL,2019-01-31
1.0,3,-4,18,7,-1,4,7,3,10,-1,-2,-7,-1,8,-7,-4,-3,-6,6,-3,17,-12,0,5,2,0,-3,CLE,NYK,2019-02-12
1.0,-6,-1,-1,-2,7,9,-5,1,-4,-9,5,1,0,-4,6,3,3,-2,-3,-1,-10,12,0,-8,-3,0,8,ORL,PHI,2018-11-15
0.0,-3,-6,0,4,-2,-4,1,-1,0,-4,-7,-3,4,6,8,1,2,-8,3,-4,-10,-27,0,6,3,1,-4,DAL,NYK,2018-11-03
0.0,-2,-1,5,-1,-1,0,1,1,2,-7,0,1,0,3,17,8,7,6,-3,3,-13,16,0,-5,-2,0,0,BOS,ORL,2018-10-22
1.0,7,0,26,15,-17,-11,0,-3,-3,10,-3,5,3,-2,-1,2,1,-40,-28,-20,11,-2,0,-7,2,1,-6,BOS,MIL,2018-11-02
1.0,-16,3,2,2,5,5,-7,13,6,-5,0,-1,-3,6,3,3,1,6,-7,3,18,2,0,-4,-1,0,-5,POR,SAS,2018-10-21
0.0,-4,-4,-10,-9,11,8,1,-1,0,-5,1,-2,-2,-1,-6,-2,-5,16,11,8,10,4,-1,10,3,1,-8,MEM,BOS,2018-12-30
1.0,-4,4,-1,-2,9,10,2,11,13,6,0,4,-9,3,-6,-1,-4,10,-2,5,2,-22,0,3,-6,1,-6,NOP,CLE,2019-01-10
0.0,-3,-5,7,0,8,6,2,2,4,1,0,-3,-9,-1,-3,1,0,-8,-8,-4,-13,18,0,0,0,2,-3,LAC,POR,2018-12-18
1.0,-2,0,-12,-3,5,4,-2,1,-1,-1,7,1,3,-3,3,6,1,-6,3,-3,19,-22,-1,3,-2,0,-3,LAL,DAL,2018-11-01
0.0,5,3,10,3,-6,-11,0,-1,-1,2,0,-1,-1,1,2,-2,1,4,3,2,-15,0,-1,-3,6,0,2,NYK,BOS,2018-10-20
0.0,-5,-12,9,2,3,6,-4,-11,-15,0,0,3,5,1,-4,0,-1,-28,-18,-14,-11,-5,0,-6,3,-1,5,PHX,OKC,2018-12-29
1.0,3,12,-3,2,-8,-7,-3,5,2,8,1,6,4,-1,12,7,5,10,-6,5,22,11,0,-1,2,0,-2,LAC,CHA,2019-01-09
0.0,7,-8,8,0,2,-2,12,-6,6,-12,-3,-5,1,4,0,2,-1,-8,5,-4,-14,0,-1,13,-1,0,-10,NYK,PHX,2018-12-18
0.0,8,-2,9,-1,-1,-2,4,-4,0,-4,3,-4,4,-4,-3,2,0,-2,5,-1,-21,-6,2,1,-1,-4,3,OKC,DEN,2018-11-25
1.0,1,12,-17,3,-1,-1,-6,7,1,10,5,2,-2,-7,15,4,7,12,9,6,22,-3,1,-7,0,1,9,NOP,DAL,2018-12-06
1.0,6,3,-1,-3,-3,-1,4,5,9,-4,-5,0,-4,1,3,7,2,14,10,7,-11,-7,1,14,2,1,2,DEN,SAC,2019-02-14
0.0,0,-6,2,-3,3,7,-2,-1,-3,-3,3,3,-3,-5,6,3,2,-10,-4,-5,10,2,1,-3,-1,0,-6,DEN,NOP,2019-03-03
1.0,-2,16,-8,-3,-2,0,-3,22,19,11,-1,-2,-1,4,0,-1,-1,26,-1,13,21,7,1,11,-5,0,-3,ORL,TOR,2018-12-29
1.0,-2,3,2,2,1,3,-2,3,1,7,2,3,-1,-2,-2,4,-1,12,8,6,7,15,0,11,-4,-2,0,IND,NYK,2018-12-16
1.0,-21,2,-27,-8,9,11,-10,20,10,-2,-2,4,-12,10,15,3,6,10,-2,5,6,-24,0,-14,7,0,-13,MIN,BKN,2018-11-13
1.0,14,12,-4,1,-2,0,8,6,14,9,3,3,1,-2,5,3,2,32,22,16,27,12,0,12,-2,-2,3,DEN,ORL,2018-11-24
0.0,-3,-5,0,0,-1,-4,-4,-2,-6,-7,4,0,3,2,14,6,6,-2,4,-1,-20,1,0,-9,-3,-1,-4,ATL,WAS,2018-12-06
0.0,11,-5,-3,-9,7,3,3,-15,-12,-8,0,2,-8,-4,-10,-3,-4,10,6,5,-21,5,-1,14,6,0,-2,CLE,CHI,2019-01-21
1.0,-11,7,-11,-2,6,4,3,8,11,8,-7,2,-5,4,0,0,0,16,2,8,7,3,-1,11,-11,0,0,UTA,ATL,2019-02-02
0.0,2,-1,-4,1,-14,-8,-6,-3,-9,0,-1,1,9,1,-13,-9,-4,-26,-14,-13,-3,9,0,8,2,0,0,IND,MIL,2019-02-14
0.0,-8,-20,-3,-7,15,11,0,-18,-18,-12,2,-7,-5,3,-10,-5,-3,-12,5,-6,-36,-22,0,-11,0,-3,-3,CLE,DET,2019-03-02
1.0,-3,-2,1,1,11,4,7,-3,4,3,1,5,0,5,-5,0,-1,-2,-1,-1,6,14,-1,4,12,-1,5,LAL,ATL,2018-11-12
1.0,4,-8,31,15,6,5,-1,-16,-17,-4,3,0,0,-3,-7,-6,-5,-34,-19,-17,-15,-34,0,-10,4,-1,5,HOU,LAL,2019-01-20
1.0,11,-2,-1,1,0,6,8,-4,4,-7,1,-4,-2,-5,-22,-11,-9,-16,-5,-8,5,-15,0,3,1,0,5,SAS,BKN,2019-02-01
1.0,-3,-1,2,2,1,4,-4,7,3,4,-2,0,0,5,-9,-11,-3,-6,-3,-3,4,13,0,-5,4,-1,-10,ATL,LAL,2019-02-13
0.0,-8,-6,11,1,1,0,-3,0,-3,3,-4,1,-6,2,1,3,0,-2,-14,-1,-15,1,0,-6,-2,1,-7,BKN,CHA,2019-03-02
0.0,-15,-8,3,3,4,5,2,1,3,-10,-7,3,2,10,2,0,0,-12,-9,-6,-23,17,0,0,-5,0,-9,CLE,IND,2019-01-09
1.0,19,9,2,2,-16,-6,2,-7,-5,7,5,-4,0,-7,0,2,2,0,4,0,14,20,0,2,-7,0,8,SAS,NOP,2018-11-04
1.0,1,12,8,8,-16,-12,-8,3,-5,11,2,0,11,-2,-6,-3,0,6,-1,3,24,0,0,0,-6,0,0,PHX,SAS,2018-11-15
1.0,-7,0,7,-1,8,11,-4,6,2,6,3,6,-7,0,18,7,8,4,-8,2,9,22,0,1,4,0,1,MIN,IND,2018-10-23
1.0,-3,1,-8,-2,9,3,0,-1,-1,4,3,2,-3,-4,-1,2,0,-4,-7,-2,-2,7,-1,15,3,-1,14,ORL,MIA,2018-10-17
1.0,-13,5,-11,0,8,7,4,18,22,6,-5,5,0,11,16,6,5,4,-2,2,13,-5,0,1,1,0,-11,GSW,MIN,2018-11-03
0.0,16,-5,-1,0,-4,-3,10,-11,-1,-6,4,-4,2,-2,-1,2,0,-12,11,-6,-23,6,0,14,5,-1,6,BKN,MIA,2018-11-15
1.0,-13,15,-21,4,-2,0,-2,25,23,10,-13,0,1,10,-1,-2,0,32,20,16,37,-12,1,7,-5,0,0,POR,PHI,2018-12-31
0.0,6,0,8,-1,0,-1,-4,-10,-14,4,6,0,-1,-6,5,1,2,-6,-9,-3,2,9,0,0,1,0,15,PHI,ATL,2019-01-12
1.0,0,-1,19,9,13,8,2,1,3,-4,-1,-2,-6,2,10,5,4,-4,-3,-2,14,11,0,12,7,0,-6,TOR,SAC,2019-01-23
0.0,13,-4,17,-1,2,-2,6,-1,5,-5,0,2,3,1,1,8,1,0,2,0,-14,2,0,22,4,-3,-2,OKC,SAC,2018-10-21
0.0,2,1,-5,0,-12,-10,-2,-1,-3,0,1,-6,7,1,-6,-3,-2,4,8,2,5,2,0,2,2,2,-9,BKN,HOU,2018-11-02
0.0,11,-1,6,-3,-6,-5,6,-2,4,-9,-3,0,-1,1,-20,-11,-6,14,12,7,-14,-4,-1,4,5,0,-5,POR,GSW,2018-12-30
1.0,-10,4,4,2,2,2,-4,10,6,6,1,4,3,4,-1,1,-2,4,-14,2,17,15,0,1,0,0,-6,POR,CHI,2019-01-10
1.0,1,2,-6,1,-4,0,-4,-4,-8,6,-1,0,-1,-3,-8,-3,-4,4,5,2,9,30,0,-4,-5,1,6,BKN,LAL,2018-12-19
0.0,-5,4,8,3,-13,-16,-8,-7,-15,10,1,14,2,0,-11,-7,-2,8,-5,4,4,-9,1,-10,-5,-2,5,MEM,NYK,2018-11-25
0.0,-17,-13,-3,-3,12,10,-3,3,0,-11,-2,-5,-1,7,-7,-7,-4,-30,-19,-15,-23,13,0,-11,-2,2,-19,CLE,SAC,2018-12-08
